"FLG_RELATO_TORTURA","SIG_UF_ORIGEM_AUDIENCIA","ANO","MES","NUM_AUDIENCIAS"
N,SP,2016,1,14
N,PA,,,4135
N,DF,2016,6,517
N,PR,2015,2,12
N,RS,2016,6,125
N,RS,,,21259
N,RR,2016,3,2
N,PA,2016,11,546
N,PR,1987,12,1
N,RO,2014,7,5
N,MA,2016,11,115
S,PA,,,326
S,PI,2016,3,8
N,PI,2015,11,3
N,PR,1977,3,1
S,PA,2016,5,125
S,BA,2016,4,3
N,CE,2018,2,444
N,TO,2016,5,32
N,RS,2016,3,11
S,AP,2016,5,12
N,BA,2015,8,15
N,SP,1998,3,1
N,PB,2014,12,4
N,DF,1989,5,1
N,PB,,,2209
N,,1990,3,4
N,SP,2017,2,2173
N,PR,2010,8,2
S,DF,2016,6,30
N,SC,1974,4,1
N,SC,2016,6,276
S,,2016,6,52
N,RO,2012,3,4
S,SP,2016,6,11
N,TO,2016,2,5
N,RO,2014,1,11
S,AC,2016,6,6
N,GO,2015,6,2
N,PR,1988,2,2
N,PR,2010,6,3
N,,2009,6,9
N,RO,2016,7,332
N,SE,2017,6,188
N,SC,2016,7,264
N,,1992,4,3
N,MA,2016,7,137
S,PR,1997,8,1
S,DF,2016,7,8
N,,2019,10,4374
N,,1997,9,3
N,,2014,2,22
N,DF,1994,9,2
S,,2015,7,1
N,AL,2016,7,2
N,,2005,12,12
N,,2012,5,21
S,,2016,8,60
N,SP,1993,9,4
S,SC,2016,8,34
N,PE,2016,8,82
S,PR,2016,8,47
N,PR,1991,8,1
N,GO,2016,3,3
N,GO,2019,9,470
S,RS,2016,8,6
N,PR,2004,1,1
N,,2014,8,25
N,PR,1966,5,1
N,AC,2009,11,1
N,RO,2013,5,3
N,SC,1994,10,1
N,RS,2012,8,7
N,,2016,9,2251
N,SP,1979,9,2
N,BA,1990,3,1
N,,2018,5,4305
N,,2019,3,4221
N,,1987,6,5
N,RO,2009,3,2
N,PA,2016,10,631
N,SE,2016,10,165
N,RO,2012,4,9
N,SP,1990,10,3
N,RO,2015,1,3
S,AL,2016,9,2
N,DF,2016,10,260
N,RO,2014,2,7
S,SC,2016,10,23
N,PR,2008,1,1
S,MA,2016,10,6
N,,2017,6,2756
S,TO,2016,10,1
N,GO,1990,5,1
N,RS,2016,11,153
S,SC,2016,11,20
N,PI,2016,11,148
N,AL,2016,11,19
S,MT,2016,11,14
N,PR,1999,10,2
N,,1989,12,3
N,PA,1997,11,1
N,RO,2007,12,1
N,RO,2014,12,7
N,PB,2014,5,4
N,PA,2015,11,1
N,RO,2016,12,269
N,,2016,12,2427
N,PI,2016,12,74
S,RO,2016,12,21
S,PA,2016,12,51
N,GO,2016,12,314
N,TO,2016,12,37
N,PB,2007,1,1
S,TO,2016,12,12
N,RS,2015,2,6
N,GO,2014,1,1
N,,2017,11,7234
S,PI,2017,1,22
N,AC,2017,1,136
N,PA,2017,1,577
S,PA,2017,1,86
N,GO,2015,10,2
N,PR,2009,11,2
N,PR,2010,7,2
N,PA,2019,11,445
N,PB,1990,6,2
S,AC,2016,1,1
N,PB,2017,2,263
N,PI,2017,2,128
S,GO,2017,2,83
N,SP,2019,3,5102
N,PR,2013,5,4
N,PR,2008,11,3
N,RS,2014,2,5
N,,2017,3,3242
N,DF,2014,2,1
N,PI,2016,2,2
N,AP,2017,3,29
N,SP,1979,6,1
N,BA,2011,10,1
N,AC,2016,1,5
N,RO,2011,9,5
N,SC,2016,3,3
N,RO,1998,12,1
S,PI,2017,4,31
N,PI,2017,4,94
N,GO,1997,2,1
N,PB,2011,4,4
S,PA,2017,4,67
N,PR,2018,9,998
S,TO,2017,4,2
N,,2010,11,13
N,PB,2015,4,2
N,SE,2018,10,143
N,SC,2017,5,251
N,MA,1996,2,1
S,BA,2017,5,57
N,,1997,4,5
S,PI,2017,5,20
S,MT,2017,5,38
N,PB,2006,12,2
N,PR,1981,9,1
N,PR,1989,3,1
S,SP,2017,6,60
N,AL,2017,6,55
S,PR,2017,6,44
S,PE,2017,6,15
N,AP,2017,6,14
N,CE,2014,5,5
N,BA,2012,2,1
N,,1985,5,3
N,SP,2012,5,3
N,DF,2014,3,1
S,PR,2017,7,47
N,GO,2017,7,453
S,PA,2017,7,72
N,AL,2017,7,31
N,,2007,6,7
N,,1983,9,2
N,RS,2017,8,136
S,,2017,8,125
S,PI,2017,8,37
N,PR,1961,7,1
S,CE,1998,1,1
N,CE,2000,8,1
N,SC,1987,1,1
S,PE,2017,8,5
N,CE,2010,8,1
N,AC,2015,6,1
N,,1978,12,3
N,SC,2017,9,182
N,PR,2012,4,3
N,,1994,12,4
N,RO,2017,9,156
N,PB,2008,10,1
N,RO,2015,11,2
N,,1995,10,3
N,RO,2006,1,1
N,CE,2006,12,1
S,AC,2017,10,11
S,PA,2017,10,45
N,AC,2014,9,1
N,MT,2014,5,1
N,,2012,9,15
N,,1999,10,3
N,MT,2015,6,1
N,,2006,7,4
N,PB,2008,1,1
S,RO,2017,10,4
N,PR,2006,9,3
N,SP,1989,10,2
N,SP,2014,10,5
N,PB,2017,11,257
N,DF,2017,11,307
N,PB,2000,11,1
N,RO,2017,11,175
S,MT,2017,11,8
S,PR,2017,11,48
N,SP,1990,2,2
S,RS,2017,11,15
N,,2013,11,22
S,PE,2017,11,6
N,RS,2018,8,131
N,RS,2019,5,1288
N,CE,2014,7,2
N,AC,1992,9,2
N,,2007,2,3
N,CE,2007,4,1
N,BA,2017,12,361
N,PB,2019,8,337
N,SP,1968,1,1
N,,2007,12,12
N,CE,2014,3,4
N,,1986,1,5
N,CE,2017,12,526
N,,1993,1,7
S,MA,2017,12,13
N,PR,2014,7,6
N,SP,1994,7,1
N,,1974,6,2
N,GO,2003,3,2
N,PR,1992,4,2
N,SP,2020,1,4486
S,AC,2017,12,5
N,,1989,3,1
N,SP,2018,1,6506
N,SP,1997,2,2
N,AC,2018,1,94
N,,1999,6,3
N,CE,2010,12,1
S,RS,2018,4,20
N,AL,2018,1,25
N,PB,1997,12,1
N,,1995,11,4
S,AC,2018,2,10
N,CE,2009,1,1
N,BA,2018,2,257
N,RO,1989,10,1
N,,1997,3,3
N,SP,1999,5,2
N,CE,2019,10,666
N,AL,2018,2,31
N,SP,2015,2,3
N,PI,1996,8,3
N,SP,2008,2,2
N,,2022,5,15340
N,PI,1983,6,1
N,MA,2018,3,111
N,BA,2018,3,249
N,PE,2018,3,208
N,SE,1990,9,1
S,RS,2018,3,4
N,PA,1987,7,1
N,,1986,2,3
N,PB,2009,10,2
N,GO,2015,2,1
N,,1993,3,2
N,PR,1992,7,1
N,SP,1970,1,1
S,,1996,4,1
N,AL,2018,4,33
N,MT,2015,8,1
S,PR,2018,4,23
N,SP,1984,11,2
N,SP,2002,10,2
S,CE,2018,4,32
S,MT,2018,4,7
S,RO,2018,4,4
N,MA,2018,6,197
N,PR,1980,1,1
N,,1977,11,1
N,SP,1997,9,2
N,PI,2018,5,131
N,AC,2018,5,69
S,SE,2018,5,4
N,RO,1998,11,1
N,PR,2007,1,4
S,PI,2018,5,8
N,SP,1993,8,1
N,GO,1984,10,1
S,PI,2018,6,8
N,AP,2018,6,74
N,GO,2018,6,538
N,CE,2018,6,557
N,PR,2010,3,2
N,MA,1979,1,1
N,RS,2001,6,1
N,AP,1971,10,1
N,SP,2008,8,1
N,MA,1984,1,1
N,,2011,7,11
N,SP,2023,3,1929
N,AP,1985,10,1
S,TO,2018,6,1
N,GO,2015,8,1
N,SP,1983,1,1
N,CE,2011,11,1
N,GO,2018,7,427
N,DF,2018,7,9
N,AL,2018,7,27
S,RO,2018,7,2
N,PB,2007,11,1
N,,1974,10,2
N,SP,1974,1,1
N,PA,2018,8,699
N,MG,2018,8,265
N,AC,2018,8,65
S,BA,2018,8,55
S,PR,2018,8,36
S,SE,2018,8,1
S,BA,2018,9,53
N,PA,2018,9,648
N,RO,2018,9,143
N,CE,2015,9,1
S,PR,2018,9,33
N,SP,1996,11,5
N,RO,2005,1,3
S,SC,2018,9,7
S,RO,2018,9,3
S,AP,2018,9,2
N,RS,2019,1,942
N,CE,2012,3,1
N,CE,2004,10,1
N,AP,2018,10,106
N,RO,1997,4,1
N,MT,2016,4,1
N,BA,2018,11,301
S,PA,2018,11,65
S,,2018,11,126
N,,1997,11,3
N,SP,1987,12,1
N,,1978,8,1
N,,2008,11,6
N,PA,2008,11,1
N,MT,2013,6,2
S,AC,2018,11,13
N,,1974,1,1
N,PA,2018,12,520
N,SP,1985,2,2
S,PE,2018,12,5
S,RS,2018,12,65
N,RS,2009,4,3
N,SC,2014,11,1
N,,1961,7,1
S,MT,2018,12,13
N,RS,2011,2,3
N,BA,2010,10,1
S,SE,2018,12,3
N,MT,2019,1,494
N,AL,2019,1,121
N,DF,2019,1,30
N,GO,2019,1,606
N,RS,2012,7,7
S,AP,2019,1,6
S,SE,2019,1,2
S,CE,2019,1,66
N,SP,1993,6,1
N,PB,2002,12,3
S,TO,2019,1,2
N,,2020,3,9156
N,RS,2013,8,3
N,GO,2008,10,1
N,,2000,11,4
N,PE,2019,2,170
N,MG,2019,2,299
N,GO,2019,2,623
S,RS,2019,2,76
S,PR,2019,2,44
N,RS,2015,11,5
N,SP,1990,12,1
S,RO,2019,2,3
N,RS,2011,5,2
N,,2003,7,4
N,MT,1979,5,1
N,SE,2019,3,113
N,,1990,9,3
N,SC,2019,3,515
N,RS,1972,9,1
N,RS,1998,4,1
N,RS,2010,8,3
N,CE,1996,9,2
N,CE,1988,11,2
N,GO,2019,4,571
S,BA,2019,4,43
N,CE,1993,10,1
S,PI,2019,4,12
N,SP,1929,12,1
N,PI,2012,5,1
N,CE,1991,4,2
N,PI,2019,6,353
N,CE,1996,4,1
N,PB,2007,2,2
N,DF,2019,5,14
N,PE,2019,6,90
N,SP,1981,9,1
N,PI,2013,5,1
S,PB,2016,2,1
N,CE,1992,12,1
N,MA,1995,3,1
N,MA,1999,1,1
N,SC,2019,7,326
S,,2019,7,266
N,RS,2005,12,1
N,,2001,1,2
N,RO,2019,7,161
N,BA,2019,7,266
S,SC,2019,7,20
S,PB,2019,7,3
N,,2001,7,7
N,RS,2001,7,2
N,SP,1994,10,1
N,CE,2013,8,1
N,MG,2019,10,964
N,RO,2019,8,176
N,RS,2011,12,2
N,RS,2007,8,1
N,CE,2019,8,788
S,PA,2019,8,51
S,RR,2019,8,1
N,,2004,4,3
S,MT,2019,8,19
N,SP,1968,10,1
N,CE,1989,7,1
N,MG,1980,5,2
N,AM,2019,7,22
N,MG,1984,3,1
N,SC,1967,9,1
N,PI,2019,9,328
N,AL,1019,8,1
N,CE,2003,6,1
S,MA,2019,9,15
N,CE,1992,1,2
N,PI,1995,11,1
I,SP,2019,9,178
I,PI,2019,9,17
I,RS,2019,8,1
I,PE,,,6
I,PA,,,1
S,CE,2019,12,103
I,,2019,8,3
S,RO,2019,9,2
S,,2020,2,869
N,PR,1983,7,1
N,AP,2019,10,98
N,GO,2013,1,1
N,CE,1995,7,1
S,BA,2019,10,60
S,MA,2019,10,19
S,AM,2019,10,87
N,MA,2019,11,246
N,BA,2019,11,221
N,AC,2019,11,39
N,MS,2019,11,113
N,CE,2007,12,1
N,MS,2019,12,113
S,AM,2019,12,82
N,SC,2020,1,351
S,AP,2019,12,11
S,MS,2020,1,14
S,RJ,1985,2,1
N,AM,2020,1,297
S,MS,2019,12,18
S,PI,2020,1,13
N,PI,2010,11,1
N,SP,1988,12,2
S,CE,1988,10,1
N,GO,2010,10,1
N,MA,2020,1,169
N,MT,2001,12,1
N,PB,2003,1,1
N,ES,2019,12,1
N,MT,2010,1,2
N,PA,2011,11,1
S,AP,2020,1,10
N,RJ,2012,12,1
S,CE,2020,1,104
N,CE,1999,4,1
N,RJ,2019,9,3
N,CE,2020,2,238
N,ES,2020,2,12
S,CE,2020,2,55
N,PE,2020,2,50
N,CE,2014,6,1
S,AL,2020,2,6
N,MG,1996,4,1
N,MA,2011,4,1
N,RS,2009,5,1
N,,1982,8,3
S,,2020,7,42
N,,2020,8,723
N,,2020,5,503
,,2020,10,1
N,,2021,8,5970
S,,2014,10,3
N,,2021,9,6825
N,,2001,12,6
N,CE,2021,2,1
N,SP,2021,9,10
S,,2010,10,1
S,,1991,7,1
N,,2022,7,14321
N,SP,2021,11,10
N,,2002,9,3
S,,2012,12,1
S,,2022,5,1429
S,,2022,7,1442
N,RS,2022,7,47
S,,2015,1,1
S,,1986,4,1
N,,2003,12,3
N,MG,2022,7,75
N,,1982,7,2
N,,2022,10,3415
N,MT,2022,6,20
N,SE,2022,10,116
N,MG,2022,10,1196
N,RR,2022,10,137
N,PR,2022,8,68
N,PR,2022,9,393
S,PE,2022,10,41
N,MS,2022,8,80
N,AL,2022,9,117
N,MS,2021,1,2
N,PA,2022,9,387
S,SP,2022,9,183
S,MT,2022,9,6
S,MA,2022,9,68
N,MS,2022,6,25
N,MS,2020,12,1
N,GO,2022,8,48
N,MS,2021,11,8
S,PE,2022,6,4
S,AL,2022,9,14
N,GO,2021,10,2
N,SC,2022,3,22
N,MT,2021,5,1
S,MT,2022,7,9
N,RN,2011,9,2
N,SC,2013,11,1
S,CE,2022,10,70
N,CE,2022,5,8
S,MS,2022,8,6
N,RS,2021,3,7
N,AC,2022,2,6
N,MS,2022,1,8
N,AL,2021,8,1
S,,2002,10,1
N,SE,2013,6,1
N,BA,2022,5,5
S,MS,2022,3,2
S,PI,2022,2,1
N,AL,2022,8,9
S,MT,2022,10,4
S,GO,2022,6,1
N,MG,1978,8,1
N,MS,1987,1,1
N,MG,2013,5,1
N,PR,1997,12,1
N,MS,2020,10,5
S,SC,2022,8,3
N,PR,2021,10,2
N,TO,2022,8,8
N,SE,2021,8,2
N,PA,2004,1,1
N,,1968,9,1
N,SC,2021,7,12
N,AM,2021,9,1
N,SP,2021,10,36
N,SE,2021,1,5
N,MT,2015,11,2
S,MG,2022,2,3
N,CE,2010,2,1
N,PI,2022,2,5
N,PA,2022,2,7
N,SP,2020,12,11
N,CE,1972,10,1
S,MG,2022,6,9
S,AM,2022,5,1
N,RS,2021,9,3
N,MG,1997,2,1
N,PA,2005,9,1
N,RS,2022,4,12
N,SE,2021,11,2
N,RS,2021,11,6
N,GO,2009,2,1
N,MG,2014,12,2
S,MG,2022,1,5
N,SP,2002,9,3
S,PE,2021,3,1
N,PA,2007,12,1
S,SP,2021,9,1
N,DF,2022,8,5
N,PE,2022,5,65
N,RR,2022,11,22
N,PA,1982,3,1
N,MT,2022,11,62
N,TO,2022,12,94
N,AL,2022,12,134
N,PI,2021,12,5
S,CE,2022,11,65
S,AC,2022,11,6
S,AM,2022,11,43
N,SP,2006,9,1
S,MT,2022,11,10
S,PB,2022,12,15
S,AC,2022,12,3
N,SP,2005,12,1
N,MA,2020,5,1
N,,1968,6,1
N,CE,2001,7,1
N,PA,1998,3,1
N,SC,2015,11,1
S,PB,2022,11,10
N,CE,1975,3,1
N,SP,1967,7,1
N,MG,2021,5,5
,PA,2022,12,1
N,SE,2012,8,1
N,PA,2022,3,3
N,GO,2020,5,1
N,SE,2004,3,1
N,SE,2015,10,2
N,PI,2020,11,2
N,MG,2012,4,2
N,CE,2023,2,608
N,RS,2023,2,1165
N,PI,2023,2,313
N,MS,2023,2,355
S,GO,2023,2,48
N,PR,2023,2,379
N,AP,2023,1,34
N,PE,2023,1,328
N,MA,2023,1,309
N,PB,2023,2,183
N,BA,2023,1,244
N,RO,2020,5,1
N,CE,1981,9,1
S,TO,2023,2,16
N,AP,2023,2,40
S,ES,2023,1,5
N,AC,2023,2,82
N,PA,2011,2,2
N,AL,2022,3,1
N,MG,1998,7,1
N,BA,2012,5,1
N,CE,1970,2,1
S,AM,2022,1,1
N,SC,2013,2,1
N,SE,2021,10,3
S,SE,2021,8,1
N,SP,2013,10,1
N,SC,2010,12,1
N,SE,2008,5,1
S,AP,2023,2,2
N,PB,2022,3,1
N,PA,2023,3,170
N,MA,2023,3,155
S,SP,2023,3,104
S,BA,2023,3,20
S,MG,2003,3,1
N,TO,2023,3,25
N,AP,2023,3,9
N,PR,2021,7,2
N,MS,1954,11,1
N,RS,2021,2,1
S,RO,2023,3,2
N,AL,2021,4,1
N,PI,1976,8,1
S,SP,2004,3,1
N,SP,2015,10,3
N,GO,2016,11,551
N,RO,2016,4,308
N,PE,2016,4,24
N,PR,1997,9,3
S,RO,2016,4,21
S,PR,2016,1,18
N,PR,2012,12,4
N,SE,2016,6,172
N,PR,1995,5,2
N,MA,1992,3,1
S,RJ,2019,10,31
N,PR,1980,11,1
S,RO,2016,3,17
N,MA,1989,5,1
N,PR,2016,6,1362
S,,2015,10,4
N,PR,2003,5,3
N,PI,2016,3,16
N,RO,2014,6,6
N,MA,2012,2,1
N,MA,2019,10,274
N,PR,2013,10,9
N,RS,2016,5,182
S,SC,2016,5,45
S,,2016,5,28
N,PR,2009,9,3
S,AC,2016,5,13
N,MA,2016,5,109
N,,1989,4,3
N,PE,2016,5,10
N,PR,2015,5,13
N,DF,1980,5,1
N,MA,2014,12,3
N,BA,2012,12,2
N,DF,1978,5,1
N,PB,2015,10,6
N,MA,2014,1,2
S,PR,2016,6,41
S,SC,2016,6,29
S,BA,2016,6,38
S,PA,2016,7,119
N,BA,2006,9,1
S,PR,1980,10,1
N,SP,1987,4,1
N,DF,2016,7,363
N,PR,2008,12,1
N,DF,1988,6,1
N,RO,2014,3,10
S,AP,2016,7,5
N,RO,2009,6,2
N,MG,2016,7,8
N,RS,2014,12,10
N,,2016,8,1568
S,SE,2016,8,4
N,PB,2016,8,171
N,PR,1998,6,2
N,RO,2010,7,1
S,PI,2016,8,12
S,TO,2016,8,3
S,BA,2016,8,22
N,GO,2016,2,6
S,DF,2016,8,12
N,,1997,8,5
N,PB,2013,10,1
N,PA,2014,8,2
N,SC,2001,8,1
N,PR,2016,9,1351
N,AL,2016,9,48
N,AL,2016,8,9
S,PI,2016,9,22
N,PB,2015,11,6
N,,1996,5,5
N,RO,2019,12,253
N,RO,2015,5,4
N,PB,2018,5,260
N,PA,2012,11,2
N,SP,2017,4,1888
N,,1990,4,3
S,PB,2016,9,8
N,MT,2016,9,13
N,RO,2010,9,2
N,,2011,10,20
N,RO,2008,11,3
N,,2003,9,1
N,SC,2016,10,294
N,RO,2016,10,303
S,SP,2016,10,41
N,MA,2016,10,127
N,PR,2005,6,2
N,,2006,8,6
N,MT,2019,6,345
N,GO,1998,3,2
N,PE,2016,2,1
N,BA,2015,10,2
N,PR,2008,2,1
N,RO,2009,10,2
N,SE,2016,11,99
N,PB,2016,11,192
S,PR,2016,11,37
N,SP,2019,4,5080
N,RO,2006,8,1
N,,2012,1,18
N,RO,2008,4,2
N,SP,2015,12,8
N,RO,2011,6,1
N,GO,2018,4,695
N,PR,1995,11,1
N,BA,2007,6,1
S,TO,2016,11,2
N,PA,2015,10,3
S,PB,2016,11,11
N,BA,1993,4,1
N,DF,2016,12,403
N,,2011,11,26
N,AC,2016,12,152
S,BA,2016,12,51
N,SP,2017,3,2567
N,MT,2016,12,26
N,,2010,5,11
N,,1995,7,5
N,PB,2019,5,257
N,PA,2019,5,711
N,RO,2007,7,2
N,SC,2017,1,244
S,MG,2016,12,14
S,SP,2017,1,71
N,MG,2016,1,3
N,PR,1997,11,1
N,AL,2017,1,29
S,DF,2017,1,1
S,MG,2016,1,1
S,AL,2017,1,2
N,,1991,11,3
N,,2009,7,13
N,BA,2013,12,1
S,PR,2017,2,30
S,PI,2017,2,30
N,PR,1994,5,1
N,AP,2017,2,63
N,,1987,12,6
N,GO,1994,8,1
N,GO,2016,4,11
S,AP,2017,1,1
N,SP,2014,2,5
N,,1998,10,8
N,MT,2017,2,28
N,PB,2013,11,8
S,PE,2017,2,5
N,,2014,3,25
N,BA,2011,11,2
N,PR,2009,7,2
N,,1990,5,4
S,AC,2017,3,14
N,RS,2017,3,223
S,SP,2017,3,103
N,PR,1980,10,1
S,RO,2017,3,20
N,,2017,10,4339
N,,2019,12,4462
N,MT,2017,3,28
S,MA,2017,3,2
N,PR,1992,8,2
N,SP,2014,3,4
N,,2001,3,7
N,RO,2005,8,1
N,PR,2011,8,2
N,,2005,10,6
N,AP,2017,4,38
S,SP,2018,11,188
N,,1997,1,5
S,SE,2017,4,2
N,AP,2017,5,31
S,AP,2017,4,1
N,,2007,3,6
N,PA,2017,5,569
S,RO,2017,5,16
N,PE,2017,9,127
N,RO,1998,4,3
N,,2019,2,3833
N,RO,2003,2,1
N,MG,2017,6,20
N,SP,1936,6,1
N,PR,1989,4,1
S,PI,2017,6,17
N,,1990,10,4
N,,1998,4,6
N,PI,2017,7,142
N,,1999,2,4
N,PA,2014,6,1
N,,1980,5,4
N,SC,2017,7,220
S,PE,2017,7,7
N,RO,2017,7,217
N,PE,2017,7,157
N,PA,2014,9,3
N,SP,2015,7,4
N,MG,2016,6,2
N,PR,2012,9,3
S,MG,2017,7,2
N,,1972,4,1
N,,1977,7,1
N,SE,2018,11,224
S,SC,2017,7,6
N,,2003,11,9
N,PB,2005,5,1
S,PR,2017,8,32
N,PI,2017,8,111
N,,1981,3,3
N,SC,2017,8,242
S,PA,2017,8,63
N,SP,1991,4,3
N,PB,2010,10,1
N,,1999,7,4
N,AC,2012,4,1
N,RS,2014,9,6
S,AP,2017,8,2
N,GO,1976,4,1
N,PR,2010,1,2
N,SP,2012,11,4
N,PB,2017,9,230
S,GO,2017,9,69
N,AL,2017,9,18
N,MT,2010,9,1
N,MA,1997,2,1
N,BA,2019,12,252
N,SE,2017,10,221
N,AC,2017,11,125
N,PB,2017,10,296
N,CE,2008,3,2
N,,1997,2,7
N,AL,2017,10,30
N,SP,1996,3,3
N,,1982,9,3
N,SC,2013,8,1
N,PR,1977,12,2
S,PA,2017,11,68
N,PR,1998,4,1
S,GO,2017,11,72
S,PI,2017,11,16
N,PR,2018,1,1449
S,MA,2018,2,22
S,SP,2018,8,144
N,,2017,12,7708
N,PE,1984,4,1
N,,1996,2,4
N,,1998,11,6
N,SP,2017,12,6803
N,PA,2017,12,494
N,PI,2017,12,147
S,PR,2017,12,28
N,,1965,12,1
N,AC,2014,5,2
N,SP,1974,6,2
N,SP,1991,1,4
N,CE,2018,12,418
N,AL,2017,12,43
S,SE,2017,12,4
N,PR,2005,2,1
